In-flight Analysis - Untitled at 45% Throttle
Sea Level, 29.92inHg, 59°F

Motor: SunnySky x2820 920kV; 920rpm/V; 0.028A no-load; 0.028 Ohms.
Battery: Turnigy 9000mAH 3S; 3 cells; 9000mAh @ 3.7V; 0.004 Ohms/cell.
Speed Control: Castel Creations PHoenix 60; 0.0012 Ohms; High rate.
Drive System: 13x8; 13x9 (Pconst=1.31; Tconst=0.95) direct drive.
Airframe: Great Planes Spectra; 1sq.in; Cd=0.072; Cl=0.33; Clopt=0.32; Clmax=1.07.

AirSpd   Drag   Lift  Batt Motor Motor  Input   Loss MGbOut MotGb Shaft   Prop Thrust  PSpd  Prop Total   Time
  10.0    0.0    0.0   8.3  18.4   4.8   87.6    9.9   77.7  88.7  84.4   3884   21.3  23.1  33.9  28.6  65:06
  11.0    0.0    0.0   8.3  18.4   4.8   87.6    9.9   77.7  88.7  84.4   3884   20.9  22.1  36.7  30.9  65:04
  12.0    0.0    0.0   8.3  18.4   4.8   87.6    9.9   77.7  88.7  84.4   3884   20.5  21.1  39.3  33.1  65:05
  13.0    0.0    0.0   8.3  18.4   4.8   87.4    9.8   77.6  88.7  84.4   3886   20.1  20.1  41.7  35.2  65:15
  14.0    0.0    0.0   8.2  18.3   4.8   87.0    9.7   77.2  88.8  84.5   3890   19.6  19.2  44.1  37.2  65:36
  15.0    0.0    0.0   8.2  18.2   4.8   86.3    9.6   76.8  88.9  84.6   3895   19.1  18.2  46.3  39.2  66:05
  16.0    0.0    0.0   8.1  18.0   4.8   85.6    9.4   76.2  89.0  84.8   3902   18.6  17.3  48.3  41.0  66:41
  17.0    0.0    0.0   8.0  17.8   4.8   84.6    9.2   75.4  89.2  85.0   3911   18.0  16.3  50.3  42.7  67:32
  18.0    0.0    0.0   7.9  17.5   4.8   83.4    8.9   74.5  89.3  85.2   3922   17.4  15.4  52.1  44.4  68:35
  19.0    0.0    0.0   7.7  17.2   4.8   81.9    8.6   73.4  89.6  85.5   3935   16.7  14.5  53.7  45.9  69:50
  20.0    0.0    0.0   7.6  16.8   4.8   80.3    8.2   72.1  89.8  85.8   3949   16.1  13.7  55.3  47.4  71:19
  21.0    0.0    0.0   7.4  16.4   4.8   78.5    7.8   70.7  90.1  86.1   3965   15.4  12.8  56.7  48.8  73:02
  22.0    0.0    0.0   7.2  16.0   4.8   76.5    7.4   69.1  90.3  86.5   3983   14.7  11.9  58.0  50.1  75:04
  23.0    0.0    0.0   7.0  15.5   4.8   74.1    6.9   67.2  90.7  87.0   4004   13.9  11.1  59.1  51.4  77:35
  24.0    0.0    0.1   6.7  14.9   4.8   71.4    6.4   65.0  91.1  87.5   4028   13.1  10.3  60.2  52.6  80:41
  25.0    0.0    0.1   6.4  14.2   4.8   68.3    5.8   62.5  91.5  88.0   4054   12.3   9.6  61.1  53.8  84:26
  26.0    0.0    0.1   6.1  13.5   4.8   65.0    5.2   59.7  91.9  88.7   4082   11.5   8.8  61.9  54.9  88:59
  27.0    0.0    0.1   5.7  12.7   4.8   61.3    4.6   56.6  92.4  89.3   4114   10.6   8.1  62.7  56.0  94:33
  28.0    0.0    0.1   5.3  11.8   4.8   57.3    4.0   53.2  92.9  90.0   4147    9.7   7.3  63.3  57.0 101:23
  29.0    0.0    0.1   4.9  10.9   4.9   53.0    3.5   49.5  93.5  90.8   4182    8.8   6.6  63.9  58.0 109:54
  30.0    0.0    0.1   4.5   9.9   4.9   48.4    2.9   45.5  94.0  91.6   4220    7.9   6.0  64.3  58.9 120:40
  31.0    0.0    0.1   4.0   8.9   4.9   43.5    2.3   41.1  94.6  92.4   4260    6.9   5.3  64.7  59.8 134:39
  32.0    0.0    0.1   3.5   7.8   4.9   38.4    1.8   36.5  95.3  93.3   4302    6.0   4.7  65.1  60.7 152:59
  33.0    0.0    0.1   3.0   6.7   4.9   32.9    1.4   31.5  95.8  94.2   4345    5.0   4.0  65.4  61.5 179:09
  34.0    0.0    0.1   2.5   5.5   4.9   27.1    1.0   26.1  96.4  95.0   4390    4.1   3.4  65.6  62.3 218:08
  35.0    0.0    0.1   1.9   4.3   4.9   21.0    0.6   20.4  97.0  95.9   4436    3.1   2.8  65.8  63.1 281:55
  36.0    0.0    0.1   1.3   3.0   5.0   14.7    0.4   14.3  97.4  96.7   4484    2.1   2.2  65.9  63.7 404:27
  37.0    0.0    0.1   0.7   1.6   5.0    8.1    0.2    7.9  97.4  97.0   4534    1.1   1.6  66.0  64.0 735:52
  38.0    0.0    0.1   0.1   0.3   5.0    1.3    0.1    1.1  88.8  88.7   4586    0.2   1.1  66.1  58.6 4758:07

Note: Motor performance calculations take ambient temperature and heating effects into account.

Generated by MotoCalc 8.09, 10/8/2025 1:25 PM.
